facility_id,industry,product,process,machinery,scale,units_per_month,location_city,location_state,location_lat,location_lng,waste_streams,num_waste_types
FAC_00142,metalworking,structural_steel,heat_treatment,plasma_cutter,small,938,Pune,Maharashtra,18.52,73.85,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 0.17, ""quantity_max_tons"": 0.21, ""contamination_pct"": 6.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.05, ""contamination_pct"": 12.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.02, ""contamination_pct"": 18.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.04, ""contamination_pct"": 31.1, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00143,electronics,semiconductors,wave_soldering,reflow_oven,medium,3465,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 0.49, ""quantity_max_tons"": 0.67, ""contamination_pct"": 4.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 0.66, ""quantity_max_tons"": 0.74, ""contamination_pct"": 8.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00144,chemical,industrial_chemicals,mixing,reactor,large,13676,Delhi,Delhi,28.61,77.21,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 19.65, ""quantity_max_tons"": 23.65, ""contamination_pct"": 20.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 16.26, ""quantity_max_tons"": 19.41, ""contamination_pct"": 22.6, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 9.33, ""quantity_max_tons"": 13.32, ""contamination_pct"": 31.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00145,food_processing,beverages,freezing,autoclave,large,72673,Lucknow,Uttar Pradesh,26.85,80.95,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 157.55, ""quantity_max_tons"": 184.51, ""contamination_pct"": 6.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 71.54, ""quantity_max_tons"": 92.9, ""contamination_pct"": 11.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 320.53, ""quantity_max_tons"": 374.24, ""contamination_pct"": 11.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00146,metalworking,structural_steel,grinding,welder,medium,3987,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 2.89, ""quantity_max_tons"": 4.56, ""contamination_pct"": 5.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.77, ""quantity_max_tons"": 1.01, ""contamination_pct"": 8.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.36, ""quantity_max_tons"": 0.42, ""contamination_pct"": 12.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.56, ""quantity_max_tons"": 0.62, ""contamination_pct"": 19.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00147,textiles,fabric,cutting,heat_press,large,20395,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 49.28, ""quantity_max_tons"": 69.57, ""contamination_pct"": 4.5, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""thread_waste"", ""category"": ""textile"", ""quantity_min_tons"": 10.48, ""quantity_max_tons"": 13.07, ""contamination_pct"": 2.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00148,chemical,solvents,mixing,filling_machine,large,79365,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 125.14, ""quantity_max_tons"": 159.92, ""contamination_pct"": 12.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 81.97, ""quantity_max_tons"": 115.06, ""contamination_pct"": 20.4, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 54.93, ""quantity_max_tons"": 63.99, ""contamination_pct"": 42.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 44.53, ""quantity_max_tons"": 52.05, ""contamination_pct"": 12.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00149,chemical,solvents,reaction,filter_press,medium,3257,Lucknow,Uttar Pradesh,26.85,80.95,"[{""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 0.88, ""quantity_max_tons"": 1.13, ""contamination_pct"": 31.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 0.62, ""quantity_max_tons"": 0.84, ""contamination_pct"": 49.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00150,food_processing,packaged_foods,packaging,blast_freezer,large,16113,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 32.86, ""quantity_max_tons"": 43.87, ""contamination_pct"": 17.1, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",1
FAC_00151,chemical,coatings,filtration,mixer,medium,1629,Delhi,Delhi,28.61,77.21,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 0.62, ""quantity_max_tons"": 0.76, ""contamination_pct"": 24.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 0.41, ""quantity_max_tons"": 0.5, ""contamination_pct"": 35.8, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 0.27, ""quantity_max_tons"": 0.41, ""contamination_pct"": 26.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 0.23, ""quantity_max_tons"": 0.27, ""contamination_pct"": 6.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00152,electronics,displays,smt_assembly,reflow_oven,medium,2360,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 0.2, ""quantity_max_tons"": 0.26, ""contamination_pct"": 6.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 0.29, ""quantity_max_tons"": 0.42, ""contamination_pct"": 4.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00153,textiles,industrial_textiles,finishing,sewing_machine,large,17209,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""thread_waste"", ""category"": ""textile"", ""quantity_min_tons"": 9.52, ""quantity_max_tons"": 13.05, ""contamination_pct"": 1.6, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 67.37, ""quantity_max_tons"": 73.92, ""contamination_pct"": 29.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 15.99, ""quantity_max_tons"": 18.06, ""contamination_pct"": 13.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00154,textiles,fabric,sewing,heat_press,large,14895,Ahmedabad,Gujarat,23.02,72.57,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 43.89, ""quantity_max_tons"": 53.64, ""contamination_pct"": 4.7, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""thread_waste"", ""category"": ""textile"", ""quantity_min_tons"": 8.26, ""quantity_max_tons"": 10.96, ""contamination_pct"": 1.7, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 12.17, ""quantity_max_tons"": 16.89, ""contamination_pct"": 7.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00155,metalworking,metal_fixtures,grinding,furnace,medium,1346,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 0.98, ""quantity_max_tons"": 1.3, ""contamination_pct"": 6.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.17, ""quantity_max_tons"": 0.23, ""contamination_pct"": 20.8, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00156,chemical,cleaning_agents,filtration,filling_machine,medium,5664,Chennai,Tamil Nadu,13.08,80.27,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 2.18, ""quantity_max_tons"": 2.94, ""contamination_pct"": 22.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 1.4, ""quantity_max_tons"": 1.71, ""contamination_pct"": 30.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 1.13, ""quantity_max_tons"": 1.26, ""contamination_pct"": 20.1, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 0.74, ""quantity_max_tons"": 0.92, ""contamination_pct"": 10.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00157,textiles,garments,dyeing,sewing_machine,small,417,Ahmedabad,Gujarat,23.02,72.57,"[{""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.07, ""quantity_max_tons"": 0.09, ""contamination_pct"": 25.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.02, ""contamination_pct"": 9.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00158,automotive,transmissions,assembly,milling_machine,medium,1312,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 0.86, ""quantity_max_tons"": 1.25, ""contamination_pct"": 2.3, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 0.43, ""quantity_max_tons"": 0.61, ""contamination_pct"": 4.6, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.12, ""quantity_max_tons"": 0.14, ""contamination_pct"": 11.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.06, ""quantity_max_tons"": 0.08, ""contamination_pct"": 11.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""paint_sludge"", ""category"": ""chemical"", ""quantity_min_tons"": 0.19, ""quantity_max_tons"": 0.23, ""contamination_pct"": 27.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",5
FAC_00159,chemical,solvents,filtration,reactor,large,38973,Delhi,Delhi,28.61,77.21,"[{""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 39.22, ""quantity_max_tons"": 53.17, ""contamination_pct"": 39.4, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 26.22, ""quantity_max_tons"": 39.76, ""contamination_pct"": 37.6, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 18.83, ""quantity_max_tons"": 24.08, ""contamination_pct"": 5.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00160,automotive,engine_components,painting,milling_machine,large,67901,Delhi,Delhi,28.61,77.21,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 197.87, ""quantity_max_tons"": 209.78, ""contamination_pct"": 1.9, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 26.95, ""quantity_max_tons"": 34.24, ""contamination_pct"": 12.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 12.06, ""quantity_max_tons"": 15.38, ""contamination_pct"": 20.6, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""paint_sludge"", ""category"": ""chemical"", ""quantity_min_tons"": 40.14, ""quantity_max_tons"": 40.9, ""contamination_pct"": 19.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",4
FAC_00161,textiles,home_textiles,cutting,dyeing_machine,medium,1877,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 1.36, ""quantity_max_tons"": 1.69, ""contamination_pct"": 2.1, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 0.39, ""quantity_max_tons"": 0.48, ""contamination_pct"": 11.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00162,automotive,engine_components,cnc_machining,welding_robot,medium,1616,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 1.01, ""quantity_max_tons"": 1.56, ""contamination_pct"": 2.7, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 0.62, ""quantity_max_tons"": 0.72, ""contamination_pct"": 4.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.07, ""quantity_max_tons"": 0.09, ""contamination_pct"": 25.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""paint_sludge"", ""category"": ""chemical"", ""quantity_min_tons"": 0.2, ""quantity_max_tons"": 0.29, ""contamination_pct"": 17.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",4
FAC_00163,electronics,circuit_boards,testing,reflow_oven,medium,9987,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""pcb_scrap"", ""category"": ""electronic"", ""quantity_min_tons"": 2.19, ""quantity_max_tons"": 2.51, ""contamination_pct"": 5.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 0.98, ""quantity_max_tons"": 1.14, ""contamination_pct"": 7.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 1.23, ""quantity_max_tons"": 1.92, ""contamination_pct"": 1.6, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00164,chemical,solvents,filtration,filter_press,small,572,Lucknow,Uttar Pradesh,26.85,80.95,"[{""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 36.8, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 38.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.02, ""contamination_pct"": 6.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00165,metalworking,custom_parts,welding,furnace,small,892,Delhi,Delhi,28.61,77.21,"[{""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 13.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.02, ""contamination_pct"": 13.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 31.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00166,textiles,fabric,dyeing,cutting_table,medium,3426,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 2.09, ""quantity_max_tons"": 2.79, ""contamination_pct"": 5.0, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""thread_waste"", ""category"": ""textile"", ""quantity_min_tons"": 0.49, ""quantity_max_tons"": 0.55, ""contamination_pct"": 2.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 3.39, ""quantity_max_tons"": 3.78, ""contamination_pct"": 27.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00167,metalworking,tools,heat_treatment,grinder,large,59565,Lucknow,Uttar Pradesh,26.85,80.95,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 203.04, ""quantity_max_tons"": 229.51, ""contamination_pct"": 7.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 42.22, ""quantity_max_tons"": 52.47, ""contamination_pct"": 13.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 23.26, ""quantity_max_tons"": 30.76, ""contamination_pct"": 13.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",3
FAC_00168,automotive,transmissions,painting,milling_machine,medium,4387,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 1.67, ""quantity_max_tons"": 1.89, ""contamination_pct"": 4.0, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.2, ""quantity_max_tons"": 0.24, ""contamination_pct"": 12.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",2
FAC_00169,metalworking,tools,drilling,grinder,medium,8371,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 7.06, ""quantity_max_tons"": 8.29, ""contamination_pct"": 3.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 1.36, ""quantity_max_tons"": 1.77, ""contamination_pct"": 7.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.68, ""quantity_max_tons"": 0.85, ""contamination_pct"": 22.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 1.07, ""quantity_max_tons"": 1.56, ""contamination_pct"": 23.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00170,food_processing,beverages,packaging,mixer,small,849,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.19, ""quantity_max_tons"": 0.27, ""contamination_pct"": 13.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",1
FAC_00171,food_processing,frozen_goods,cooking,industrial_oven,large,86754,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 96.63, ""quantity_max_tons"": 118.41, ""contamination_pct"": 8.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 374.03, ""quantity_max_tons"": 488.98, ""contamination_pct"": 15.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00172,chemical,solvents,distillation,reactor,small,929,Pune,Maharashtra,18.52,73.85,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 0.06, ""quantity_max_tons"": 0.08, ""contamination_pct"": 19.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 0.05, ""quantity_max_tons"": 0.06, ""contamination_pct"": 31.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 10.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00173,metalworking,metal_fixtures,cutting,furnace,large,97669,Delhi,Delhi,28.61,77.21,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 291.89, ""quantity_max_tons"": 411.92, ""contamination_pct"": 5.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 77.15, ""quantity_max_tons"": 91.6, ""contamination_pct"": 8.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 57.85, ""quantity_max_tons"": 68.07, ""contamination_pct"": 34.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00174,metalworking,custom_parts,heat_treatment,plasma_cutter,medium,4889,Lucknow,Uttar Pradesh,26.85,80.95,"[{""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.95, ""quantity_max_tons"": 1.01, ""contamination_pct"": 5.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",1
FAC_00175,automotive,transmissions,painting,cnc_lathe,small,175,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 2.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 3.3, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.0, ""quantity_max_tons"": 0.0, ""contamination_pct"": 7.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.0, ""quantity_max_tons"": 0.0, ""contamination_pct"": 15.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",4
FAC_00176,automotive,body_panels,painting,press,large,53708,Pune,Maharashtra,18.52,73.85,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 161.03, ""quantity_max_tons"": 204.62, ""contamination_pct"": 1.9, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 20.47, ""quantity_max_tons"": 24.51, ""contamination_pct"": 9.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 9.01, ""quantity_max_tons"": 12.11, ""contamination_pct"": 14.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",3
